row_id,emoji,unicode,unicode_slug,name,unicode_description,emojinet_name,emojinet_category,emojinet_shortcode,emojinet_definition,emojinet_keywords,canonical_unicode_image_path,available_vendor_count,available_vendors,has_apple,has_google,has_facebook,has_windows,has_twitter,has_joypixels,has_samsung,has_gmail,has_softbank,has_docomo,has_kddi
849,🚇,U+1F687,U+1F687,metro,metro,metro,Transport And Map Symbols -> Vehicles,:metro:,A metro: frequent underground train found in built-up areas with high populations. This emoji is generally displayed as a forward-facing tra http://emojipedia.org/metro/,subway,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
850,🚈,U+1F688,U+1F688,light rail,light rail,light rail,Transport And Map Symbols -> Vehicles,:light_rail:,"A form of public transport similar to a tram, but running on a track or network separated from cars and other types of traffic. Difficult to http://emojipedia.org/light-rail/",railway,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
851,🚉,U+1F689,U+1F689,station,station,station,Transport And Map Symbols -> Vehicles,:station:,"A station, presumed to be a train station. Displays a train alongside a platform, where passengers can board. Station was approved as part o http://emojipedia.org/station/",railway|train,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
852,🚊,U+1F68A,U+1F68A,tram,tram,tram,Transport And Map Symbols -> Vehicles,:tram:,"A form of public transport on rails, usually found on streets in cities or other urban areas. For short or medium-length journeys. Trams ten http://emojipedia.org/tram/",trolleybus,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
853,🚝,U+1F69D,U+1F69D,monorail,monorail,monorail,Transport And Map Symbols -> Vehicles,:monorail:,"Similar to a train, but running on a single track. Monorails are often found at theme parks, or other tourist destinations. Monorail was app http://emojipedia.org/monorail/",vehicle,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
854,🚞,U+1F69E,U+1F69E,mountain railway,mountain railway,mountain railway,Transport And Map Symbols -> Vehicles,:mountain_railway:,"A train and railway in the mountains. Displayed as a funicular in Microsoft’s artwork, or a regular train on other platforms. Android displa http://emojipedia.org/mountain-railway/",car|mountain|railway,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
855,🚋,U+1F68B,U+1F68B,tram car,tram car,tram car,Transport And Map Symbols -> Vehicles,:train:,"A form of public transport on rails, usually found on streets in cities or other urban areas. For short or medium-length journeys. Trams ten http://emojipedia.org/tram-car/",trolleybus|car|tram,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
856,🚌,U+1F68C,U+1F68C,bus,bus,bus,Transport And Map Symbols -> Vehicles,:bus:,A bus used for public transport in cities and towns. Could also be used as a school bus. Bus was approved as part of Unicode 6.0 in 2010 and http://emojipedia.org/bus/,vehicle,,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1
857,🚍,U+1F68D,U+1F68D,oncoming bus,oncoming bus,oncoming bus,Transport And Map Symbols -> Vehicles,:oncoming_bus:,"The front of a bus, showing the windscreen, as well as wing mirrors in some versions of this emoji. Oncoming Bus was approved as part of Uni http://emojipedia.org/oncoming-bus/",bus|oncoming,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
858,🚎,U+1F68E,U+1F68E,trolleybus,trolleybus,trolleybus,Transport And Map Symbols -> Vehicles,:trolleybus:,A type of bus that uses overhead electrical wires for power. Appears similar to a cross between a bus and a tram car. Trolleybus was approve http://emojipedia.org/trolleybus/,bus|tram|trolley,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
859,🚐,U+1F690,U+1F690,minibus,minibus,minibus,Transport And Map Symbols -> Vehicles,:minibus:,"A small bus, designed to carry less people than a full-sized bus. Minibus was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 http://emojipedia.org/minibus/",bus,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
860,🚑,U+1F691,U+1F691,ambulance,ambulance,ambulance,Transport And Map Symbols -> Vehicles,:ambulance:,"An ambulance, used to transport patients between their home and the hospital. Ambulance was approved as part of Unicode 6.0 in 2010 and adde http://emojipedia.org/ambulance/",vehicle,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
861,🚒,U+1F692,U+1F692,fire engine,fire engine,fire engine,Transport And Map Symbols -> Vehicles,:fire_engine:,"A red fire truck, an essential part of emergency services along with a police car or ambulance. May be on the way to put out a fire. Fire En http://emojipedia.org/fire-engine/",fire|engine|truck,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
862,🚓,U+1F693,U+1F693,police car,police car,police car,Transport And Map Symbols -> Vehicles,:police_car:,"A police car, shown with an emergency light on the top. This emoji is displayed from the side, as opposed to the oncoming police car emoji,  http://emojipedia.org/police-car/",patrol|car|police,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
863,🚔,U+1F694,U+1F694,oncoming police car,oncoming police car,oncoming police car,Transport And Map Symbols -> Vehicles,:oncoming_police_car:,"A police car, shown with an emergency light on the top. This emoji is displayed from the front, as opposed to the police car emoji, which is http://emojipedia.org/oncoming-police-car/",car|police|oncoming,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
864,🚕,U+1F695,U+1F695,taxi,taxi,taxi,Transport And Map Symbols -> Vehicles,:taxi:,"A yellow taxicab, iconically seen in New York City. Shown from the side, as opposed to the oncoming taxi emoji. Taxi was approved as part of http://emojipedia.org/taxi/",vehicle,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank,1,1,1,1,1,1,1,1,1,0,0
865,🚖,U+1F696,U+1F696,oncoming taxi,oncoming taxi,oncoming taxi,Transport And Map Symbols -> Vehicles,:oncoming_taxi:,"A yellow taxicab, iconically seen in New York City. Shown from the front, as opposed to the taxi emoji which displays the side of the vehicl http://emojipedia.org/oncoming-taxi/",taxi|oncoming,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
866,🚗,U+1F697,U+1F697,automobile,automobile,automobile,Transport And Map Symbols -> Vehicles,":car:,:red_car:","A car shown from the side. Appears as a red car on most platforms (which goes faster), except on Android where this displays as a blue car.  http://emojipedia.org/automobile/",car,,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1
867,🚘,U+1F698,U+1F698,oncoming automobile,oncoming automobile,oncoming automobile,Transport And Map Symbols -> Vehicles,:oncoming_automobile:,"A car, being shown from the front. The windscreen and hood (bonnet in British English) of the car can be seen. facing forward. This car show http://emojipedia.org/oncoming-automobile/",car|oncoming|automobile,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
868,🚙,U+1F699,U+1F699,sport utility vehicle,sport utility vehicle,sport utility vehicle,Transport And Map Symbols -> Vehicles,:blue_car:,"A vehicle used for recreation, which is generally understood to mean a campervan or motorhome. May have originally been intended to represen http://emojipedia.org/recreational-vehicle/",sport utility|recreational,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo,1,1,1,1,1,1,1,1,1,1,0
869,🛻,U+1F6FB,U+1F6FB,pickup truck,pickup truck,,,,,,,4,Apple|Google|Twitter|JoyPixels,1,1,0,0,1,1,0,0,0,0,0
870,🚚,U+1F69A,U+1F69A,delivery truck,delivery truck,delivery truck,Transport And Map Symbols -> Vehicles,:truck:,Delivery Truck was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/delivery-truck/,truck|delivery,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
871,🚛,U+1F69B,U+1F69B,articulated lorry,articulated lorry,articulated lorry,Transport And Map Symbols -> Vehicles,:articulated_lorry:,Articulated Lorry was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/articulated-lorry/,semi|truck|lorry,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
872,🚜,U+1F69C,U+1F69C,tractor,tractor,tractor,Transport And Map Symbols -> Vehicles,:tractor:,"A tractor, may be used by a farmer or other occupation on the land. Tractor was approved as part of Unicode 6.0 in 2010 and added to Emoji 1 http://emojipedia.org/tractor/",vehicle,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
873,🏎,U+1F3CE,U+1F3CE,racing car,,racing car,Miscellaneous Symbols And Pictographs -> Sport symbols,,A formula-one style racing car. Racing Car was approved as part of Unicode 7.0 in 2014 and added to Emoji 1.0 in 2015. Copy and paste this e http://emojipedia.org/racing-car/,racing|car,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
874,🏍,U+1F3CD,U+1F3CD,motorcycle,,motorcycle,Miscellaneous Symbols And Pictographs -> Sport symbols,,"A motorcycle, otherwise known as a motorbike used for sport/racing purposes. For a transport-based motorcycle, use a motor scooter. Motorcyc http://emojipedia.org/racing-motorcycle/",racing,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
875,🛵,U+1F6F5,U+1F6F5,motor scooter,motor scooter,motor scooter,Transport And Map Symbols -> Vehicles,,"A motor scooter, which may be displayed as any type of motorbike with or without a step-through frame. Distinct from the racing motorcycle,  http://emojipedia.org/motor-scooter/",scooter|motor,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
876,🦽,U+1F9BD,U+1F9BD,manual wheelchair,manual wheelchair,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
877,🦼,U+1F9BC,U+1F9BC,motorized wheelchair,motorized wheelchair,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
878,🛺,U+1F6FA,U+1F6FA,auto rickshaw,auto rickshaw,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
879,🚲,U+1F6B2,U+1F6B2,bicycle,bicycle,bicycle,Transport And Map Symbols -> Signage and other symbols,:bike:,"A bicycle, sometimes called a push bike, used for transport or sport. Bicycle was approved as part of Unicode 6.0 in 2010 and added to Emoji http://emojipedia.org/bicycle/",bike,,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1
880,🛴,U+1F6F4,U+1F6F4,kick scooter,kick scooter,kick scooter,Transport And Map Symbols -> Vehicles,,"A non-motorized scooter, with two wheels and handles. Kick Scooter was approved as part of Unicode 9.0 in 2016 under the name “Scooter” and  http://emojipedia.org/scooter/",scooter|kick,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
881,🛹,U+1F6F9,U+1F6F9,skateboard,skateboard,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
882,🛼,U+1F6FC,U+1F6FC,roller skate,roller skate,,,,,,,4,Apple|Google|Twitter|JoyPixels,1,1,0,0,1,1,0,0,0,0,0
883,🚏,U+1F68F,U+1F68F,bus stop,bus stop,bus stop,Transport And Map Symbols -> Vehicles,:busstop:,A sign indicating the location of a bus stop. Bus Stop was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Copy and  http://emojipedia.org/bus-stop/,bus|stop|busstop,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
884,🛣,U+1F6E3,U+1F6E3,motorway,,motorway,Transport And Map Symbols -> Miscellaneous mark,,A wide road shown from a first person perspective. Apple's artwork displays a road sign to Curpertino. Motorway was approved as part of Unic http://emojipedia.org/motorway/,road|highway,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
885,🛤,U+1F6E4,U+1F6E4,railway track,,railway track,Transport And Map Symbols -> Miscellaneous mark,,Railway Track was approved as part of Unicode 7.0 in 2014 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/railway-track/,railway|train,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
886,🛢,U+1F6E2,U+1F6E2,oil drum,,oil drum,Transport And Map Symbols -> Miscellaneous mark,,"A barrell or drum that contains oil. The exterior of this cylinder is shown in blue, with two holes on the top. Oil Drum was approved as par http://emojipedia.org/oil-drum/",drum|oil,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
887,⛽,U+26FD,U+26FD,fuel pump,fuel pump,fuel pump,Miscellaneous Symbols -> Map symbol from ARIB STD B24,:fuelpump:,"A fuel pump, used to fill up a vehicle with gas / petrol. Shown with the letter G on the front in Apple’s artwork. Fuel Pump was approved as http://emojipedia.org/fuel-pump/",fuel|station|pump|gas|fuelpump,,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1
888,🚨,U+1F6A8,U+1F6A8,police car light,police car light,police car light,Transport And Map Symbols -> Traffic signs,:rotating_light:,A revolving red light seen on top of a police car. Often used in emergency circumstances in addition to a siren making a loud warning sound. http://emojipedia.org/police-cars-revolving-light/,revolving|beacon|light|car|police,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
889,🚥,U+1F6A5,U+1F6A5,horizontal traffic light,horizontal traffic light,horizontal traffic light,Transport And Map Symbols -> Traffic signs,:traffic_light:,"A set of red, orange (amber) and green traffic lights, used at intersections. Less common than the vertical traffic light. Similar in appear http://emojipedia.org/horizontal-traffic-light/",light|traffic|signal,,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1
890,🚦,U+1F6A6,U+1F6A6,vertical traffic light,vertical traffic light,vertical traffic light,Transport And Map Symbols -> Traffic signs,:vertical_traffic_light:,"A set of red, orange (amber) and green traffic lights, used at intersections. More common than the horizontal traffic light. Vertical Traffi http://emojipedia.org/vertical-traffic-light/",light|traffic|signal,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
891,🛑,U+1F6D1,U+1F6D1,stop sign,stop sign,stop sign,Transport And Map Symbols -> Signage and other symbols,,"A red, octagonal sign. Used in many countries as a stop sign. Stop Sign was approved as part of Unicode 9.0 in 2016 under the name “Octagona http://emojipedia.org/octagonal-sign/",sign|stop|octagonal,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
892,🚧,U+1F6A7,U+1F6A7,construction,construction,construction,Transport And Map Symbols -> Traffic signs,:construction:,"A sign used to indicate roadwork or construction. Generally shown as yellow and black diagonal stripes, and often used to physically block a http://emojipedia.org/construction-sign/",barrier,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
893,⚓,U+2693,U+2693,anchor,anchor,anchor,Miscellaneous Symbols -> Dictionary and map symbols,:anchor:,"A metal device, dropped out of a boat to prevent it drifting away from the current location. An anchor also refers to a place on a webpage t http://emojipedia.org/anchor/",tool|ship,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
894,⛵,U+26F5,U+26F5,sailboat,sailboat,sailboat,Miscellaneous Symbols -> Map symbol from ARIB STD B24,":boat:,:sailboat:","A sailboat, otherwise known as a sailing boat or yacht.  Uses wind as the source of propulsion to move around a body of water. The color of  http://emojipedia.org/sailboat/",resort|sea|yacht|boat,,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1
895,🛶,U+1F6F6,U+1F6F6,canoe,canoe,canoe,Transport And Map Symbols -> Vehicles,,Canoe was approved as part of Unicode 9.0 in 2016 and added to Emoji 3.0 in 2016. Copy and paste this emoji: Copy ?? New in iOS 10.2 http://emojipedia.org/canoe/,canoe|boat,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
896,🚤,U+1F6A4,U+1F6A4,speedboat,speedboat,speedboat,Transport And Map Symbols -> Vehicles,:speedboat:,"A motorized speedboat used for recreation on lakes, or other bodies of water. Speedboat was approved as part of Unicode 6.0 in 2010 and adde http://emojipedia.org/speedboat/",boat,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank,1,1,1,1,1,1,1,1,1,0,0
897,🛳,U+1F6F3,U+1F6F3,passenger ship,,passenger ship,Transport And Map Symbols -> Vehicles,,Passenger Ship was approved as part of Unicode 7.0 in 2014 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/passenger-ship/,passenger|ship,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
898,⛴,U+26F4,U+26F4,ferry,,ferry,Miscellaneous Symbols -> Map symbol from ARIB STD B24,,Ferry was approved as part of Unicode 5.2 in 2009 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/ferry/,passenger|boat,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
899,🛥,U+1F6E5,U+1F6E5,motor boat,,motor boat,Transport And Map Symbols -> Vehicles,,Motor Boat was approved as part of Unicode 7.0 in 2014 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/motor-boat/,motorboat|boat,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
900,🚢,U+1F6A2,U+1F6A2,ship,ship,ship,Transport And Map Symbols -> Vehicles,:ship:,"A large ship, used for transport of people or cargo across the ocean. May be a cruise ship, commonly found around tropical locations. Ship w http://emojipedia.org/ship/",passenger|boat,,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1
901,✈,U+2708,U+2708,airplane,,airplane,Dingbats -> Miscellaneous,:airplane:,"Used either as a literal airplane, or sometimes to represent an overseas vacation, or even airplane mode on a phone or tablet. Airplane was  http://emojipedia.org/airplane/",airplane|aeroplane,,11,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo|KDDI,1,1,1,1,1,1,1,1,1,1,1
902,🛩,U+1F6E9,U+1F6E9,small airplane,,small airplane,Transport And Map Symbols -> Vehicles,,Small Airplane was approved as part of Unicode 7.0 in 2014 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/small-airplane/,airplane|aeroplane,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
903,🛫,U+1F6EB,U+1F6EB,airplane departure,airplane departure,airplane departure,Transport And Map Symbols -> Vehicles,,Airplane Departure was approved as part of Unicode 7.0 in 2014 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/airplane-departure/,airplane|check-in|departures|departure|aeroplane,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
904,🛬,U+1F6EC,U+1F6EC,airplane arrival,airplane arrival,airplane arrival,Transport And Map Symbols -> Vehicles,,Airplane Arrival was approved as part of Unicode 7.0 in 2014 under the name “Airplane Arriving” and added to Emoji 1.0 in 2015. Copy and pas http://emojipedia.org/airplane-arriving/,landing|arriving|airplane|arrivals|aeroplane,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
905,🪂,U+1FA82,U+1FA82,parachute,parachute,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
906,💺,U+1F4BA,U+1F4BA,seat,seat,seat,Miscellaneous Symbols And Pictographs -> Office symbols,:seat:,"A seat, which could refer to any form of place to sit, with the distinction that a seat is generally fixed, and is not a chair (which can be http://emojipedia.org/seat/",chair,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|DoCoMo,1,1,1,1,1,1,1,1,1,1,0
907,🚁,U+1F681,U+1F681,helicopter,helicopter,helicopter,Transport And Map Symbols -> Vehicles,:helicopter:,"A helicopter, which can hover in the air. Often seen in emergency circumstances such as transporting patients to a hospital, or for police o http://emojipedia.org/helicopter/",vehicle,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
908,🚟,U+1F69F,U+1F69F,suspension railway,suspension railway,suspension railway,Transport And Map Symbols -> Vehicles,:suspension_railway:,"Similar to a monorail, a suspension railway is elevated, but the vehicle is suspended under the track. Suspension Railway was approved as pa http://emojipedia.org/suspension-railway/",suspension|railway,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
909,🚠,U+1F6A0,U+1F6A0,mountain cableway,mountain cableway,mountain cableway,Transport And Map Symbols -> Vehicles,:mountain_cableway:,Mountain Cableway was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/mountain-cableway/,cable|mountain|gondola,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
910,🚡,U+1F6A1,U+1F6A1,aerial tramway,aerial tramway,aerial tramway,Transport And Map Symbols -> Vehicles,:aerial_tramway:,"An Aerial Tramway, most commonly seen at ski resorts, for transport between locations on a mountain. Can also be used as a tourist attractio http://emojipedia.org/aerial-tramway/",tramway|car|cable|gondola|aerial,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
911,🛰,U+1F6F0,U+1F6F0,satellite,,satellite,Transport And Map Symbols -> Vehicles,,"A satellite which orbits the earth, and is generally used for communications, weather, and GPS. Satellite was approved as part of Unicode 7. http://emojipedia.org/satellite/",space,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
912,🚀,U+1F680,U+1F680,rocket,rocket,rocket,Transport And Map Symbols -> Vehicles,:rocket:,A rocket being propelled into space. Rocket was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Copy and paste this  http://emojipedia.org/rocket/,space,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|SoftBank|KDDI,1,1,1,1,1,1,1,1,1,0,1
913,🛸,U+1F6F8,U+1F6F8,flying saucer,flying saucer,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
914,🛎,U+1F6CE,U+1F6CE,bellhop bell,,bellhop bell,Transport And Map Symbols -> Accommodation symbol,,"A bell used to call attention at a reception or other desk. Goes ""ding!"" or ""tink!"" when pressed. Bellhop Bell was approved as part of Unico http://emojipedia.org/bellhop-bell/",bell|bellhop|hotel,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
915,🧳,U+1F9F3,U+1F9F3,luggage,luggage,,,,,,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
916,⌛,U+231B,U+231B,hourglass done,hourglass done,hourglass,Miscellaneous Technical -> User interface symbols,:hourglass:,"An hourglass, generally shown without flowing sand. This hourglass emoji is used on Snapchat to indicate a Snapstreak is soon to end. Hourgl http://emojipedia.org/hourglass/",sand|timer,,9,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|KDDI,1,1,1,1,1,1,1,1,0,0,1
917,⏳,U+23F3,U+23F3,hourglass not done,hourglass not done,hourglass with flowing sand,Miscellaneous Technical -> User interface symbols,:hourglass_flowing_sand:,"An hourglass with sand flowing, representing the passage of time. Hourglass With Flowing Sand was approved as part of Unicode 6.0 in 2010 an http://emojipedia.org/hourglass-with-flowing-sand/",sand|hourglass|timer,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|DoCoMo|KDDI,1,1,1,1,1,1,1,1,0,1,1
918,⌚,U+231A,U+231A,watch,watch,watch,Miscellaneous Technical -> User interface symbols,:watch:,"A wrist watch, which is generally displayed as an analogue portable timepiece. Apple’s emoji artwork displays an Apple Watch, instead of a t http://emojipedia.org/watch/",clock,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|DoCoMo|KDDI,1,1,1,1,1,1,1,1,0,1,1
919,⏰,U+23F0,U+23F0,alarm clock,alarm clock,alarm clock,Miscellaneous Technical -> User interface symbols,:alarm_clock:,A small clock with two bells to scare a person awake at a pre-set time. Alarm Clock was approved as part of Unicode 6.0 in 2010 and added to http://emojipedia.org/alarm-clock/,clock|alarm,,10,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung|Gmail|DoCoMo|KDDI,1,1,1,1,1,1,1,1,0,1,1
920,⏱,U+23F1,U+23F1,stopwatch,,stopwatch,Miscellaneous Technical -> User interface symbols,,Stopwatch was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/stopwatch/,clock,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
921,⏲,U+23F2,U+23F2,timer clock,,timer clock,Miscellaneous Technical -> User interface symbols,,Timer Clock was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/timer-clock/,clock|timer,,7,Apple|Google|Facebook|Windows|Twitter|JoyPixels|Samsung,1,1,1,1,1,1,1,0,0,0,0
